Date,Trading Volume (Target Variable)
0,113.75001320101964
1,140.05387693994425
2,38.08725994979347
3,149.25089865687974
4,223.07066436860904
5,298.8886229494757
6,74.07366251495871
7,240.8118245035518
8,279.79054157442016
9,206.7116984073332
10,297.1184987147133
11,142.45305154563758
12,130.7540525848252
13,59.91315413529639
14,179.83152960421873
15,19.73653492387808
16,287.247915389085
17,195.37190622232976
18,196.91196717193984
19,34.048797883635
20,63.066148258095886
21,284.2702727383465
22,144.94183889768817
23,227.2598623574116
24,138.26023779830928
25,125.99922002226953
26,275.06156300916336
27,50.605922475249606
28,131.02495656573035
29,38.21787674587314
30,94.45079143230308
31,128.3832052668822
32,19.985699698909087
33,37.89638436180114
34,75.17093185964977
35,288.89654508948973
36,194.8017462716605
37,134.86055202453588
38,204.98659747315
39,190.650513486582
40,169.87660426626329
41,207.3176819789436
42,194.8346023226076
43,238.8707234070358
44,212.82367564768063
45,199.87157591667804
46,69.43439786640361
47,174.002421481078
48,161.73564994889676
49,37.90332778166856
50,279.1462558968454
51,216.70446432571853
52,246.56745559437303
53,117.6465700920348
54,271.5793251458839
55,84.33560695986964
56,230.04686859109609
57,159.01555324710947
58,177.82171742724725
59,94.62510581975698
60,298.60764462629413
61,293.95182563392257
62,18.71533968795886
63,99.10917425717766
64,283.32582572552803
65,156.01664288583513
66,20.722820397970672
67,258.61609038947825
68,28.75540051897421
69,116.67163441416162
70,296.49182188943195
71,205.7277299994533
72,211.6184067293549
73,125.33470441859654
74,257.87885542598974
75,92.73298416119758
76,179.14652888536835
77,92.70421502262614
78,34.76475145764569
79,247.32500015908187
80,90.5029408312362
81,214.94109226954785
82,265.50340711630474
83,25.942664799130643
84,114.63296921391591
85,16.17714015803354
86,264.59468828549603
87,108.51694011625092
88,100.4100558735958
89,159.6576799090526
90,108.76549882293745
91,10.934352898495693
92,269.272749864913
93,231.8630649265709
94,270.1153499778492
95,180.66048781895435
96,164.90736755352933
97,257.9293312653998
98,217.65239310499047
99,235.138463216686
100,181.5157387364992
101,287.72083874595324
102,245.30291585763896
103,62.1435996651925
104,122.33435443227128
105,119.94053969578188
106,56.39721504436739
107,169.7778170505507
108,135.86181881935232
109,79.07489402393098
110,118.67996993617125
111,120.0709486965126
112,91.85091361333863
113,76.98751877953622
114,252.8771364413402
115,108.70296449762976
116,296.34789530506674
117,181.8900601193885
118,103.81590226863518
119,59.97706639346831
120,68.37666955063445
121,144.19338246440557
122,53.709579188547245
123,48.85956751568733
124,165.77506056195594
125,285.6218121483837
126,182.4127274479125
127,236.06319966145145
128,244.0185880856424
129,45.37429831433997
130,134.2345493634529
131,248.7936854709812
132,299.0001630374797
133,14.05034153140011
134,221.22351780672253
135,150.55185069503858
136,88.09735739045156
137,179.7436202517078
138,282.51490802019725
139,109.24621727639244
140,155.29555337047856
141,118.81406083340369
142,107.06218624936392
143,258.6392119279867
144,77.28224991821448
145,27.82393204246632
146,170.63553163593707
147,24.057909740011315
148,273.53900125430573
149,69.09890506611276
150,163.55932994886936
151,209.75023433058607
152,50.92203581654917
153,272.1057401621851
154,215.8906770178675
155,145.62980356047123
156,176.0917615568664
157,123.55813097121252
158,266.1658977165426
159,179.0377235818752
160,286.6768772203502
161,79.02600100268842
162,94.77565208647395
163,13.278723183858848
164,236.5886329090684
165,167.94881692850592
166,98.26929893766425
167,93.7411255928648
168,61.65805882981231
169,148.6881455885787
170,117.29195430798669
171,50.280072961066665
172,65.17571969481128
173,122.23538205487948
174,293.51528845716643
175,77.99273916277588
176,45.87326728285702
177,257.7677140278748
178,61.09484876389246
179,98.80485626221486
180,57.859407881874525
181,253.18802163727125
182,57.23913080246414
183,231.6593974778042
184,223.281329847504
185,176.15530943951651
186,261.8351388941938
187,152.96480037354988
188,242.0679979815461
189,231.6586650582364
190,75.81201181274419
191,172.4698340773747
192,182.71176603040857
193,156.1807315439278
194,262.76426649582794
195,43.48237807185273
196,274.0065505613277
197,11.570086782804186
198,293.7582728264073
199,36.68954449466761
200,130.1118516347086
201,157.2691310784205
202,150.02792037035897
203,286.71326588970254
204,12.721529780976052
205,64.00450974656547
206,38.81520459729917
207,110.38124863130447
208,39.49309665265339
209,159.02720307904565
210,62.24022732682997
211,259.2654140032987
212,21.816076625391403
213,96.99116111989854
214,297.5984683932537
215,116.6992035896275
216,125.49975961431988
217,168.87159434532867
218,140.8319768951532
219,89.15148219434117
220,167.29451686646615
221,269.3132926817156
222,27.130106008769992
223,139.27357220084485
224,219.185744948468
225,186.853255873589
226,170.43744398162838
227,233.1042125363269
228,231.0516266171336
229,85.11977497917367
230,77.15542626934035
231,217.9345929588957
232,214.87480105187336
233,285.93299155903446
234,53.07495037783922
235,267.4027825951706
236,41.33821087784023
237,106.877580312389
238,263.7040170033055
239,178.11847909583489
240,125.33171376360228
241,245.58815304468368
242,166.3084159868234
243,246.34895776204607
244,258.7191981967697
245,283.32266250042625
246,143.60471249766806
247,29.4100086353478
248,54.436147166824206
249,241.0481833632742
250,99.81236654544098
251,192.67512235903115
252,297.1077976026428
253,189.0930146779092
254,218.8255227088069
255,254.22362271337988
256,60.10257801842515
257,175.14965460567257
258,239.24413275185867
259,136.5760163479622
260,138.27241233396578
261,243.8056741621745
262,250.34875858088745
263,93.9240284097512
264,248.71069053385008
265,66.10155976639153
266,201.10152066691435
267,245.05554536101712
268,23.31674718632575
269,161.10811926499932
270,79.78437044677379
271,126.47018672801106
272,26.7140668977288
273,168.23343093938885
274,195.8053757959406
275,27.242367744036613
276,264.95301503532244
277,135.27431528394584
278,175.66556761703723
279,269.4699922781184
280,15.73699683295782
281,63.99716897866232
282,94.491538081407
283,238.20094093755048
284,28.406397116990053
285,70.35007313172251
286,185.97522791809004
287,26.575605737089383
288,144.51790687663322
289,56.75099965500768
290,35.66370096028962
291,42.84212956237104
292,70.6168569022235
293,65.7062787363856
294,23.66125993004283
295,101.58536565160256
296,202.5996313478152
297,21.660677935034894
298,41.25354563549199
299,276.8417505900154
